Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/select_NormalVoid""), processAction, false)",Chrome 71.0.3578.98,,2019-01-17 15:41:44,2019-01-17 15:41:55,11.210s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Approved_GP_ABS_EVENT_OR""), originalBeginDate)",Chrome 71.0.3578.98,,2019-01-17 15:41:55,2019-01-17 15:42:03,8.349s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Entering Updating and Vo""))",Chrome 71.0.3578.98,,2019-01-17 15:42:03,2019-01-17 15:42:09,6.189s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/a_Actions List Popup_pthdr2Act""))",Chrome 71.0.3578.98,,2019-01-17 15:42:09,2019-01-17 15:42:11,2.111s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/span_Sign out""))",Chrome 71.0.3578.98,,2019-01-17 15:42:11,2019-01-17 15:42:14,2.253s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-17 15:42:14,2019-01-17 15:42:15,1.725s,PASSED
,,,,,,
Test Cases/AdminEntersAbsence.dataDriven,Chrome 71.0.3578.98,,2019-01-17 15:42:15,2019-01-17 15:45:18,3m - 2.812s,PASSED
evt = 30,Chrome 71.0.3578.98,,2019-01-17 15:42:15,2019-01-17 15:42:15,0.000s,PASSED
plt = 30,Chrome 71.0.3578.98,,2019-01-17 15:42:15,2019-01-17 15:42:15,0.000s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-17 15:42:15,2019-01-17 15:42:20,4.831s,PASSED
navigateToUrl(url),Chrome 71.0.3578.98,,2019-01-17 15:42:20,2019-01-17 15:42:21,1.180s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Oracle PeopleSoft Sign-in/input_User ID_userid""), userid)",Chrome 71.0.3578.98,,2019-01-17 15:42:21,2019-01-17 15:42:26,4.165s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Oracle PeopleSoft Sign-in/input_Password_pwd""), password)",Chrome 71.0.3578.98,,2019-01-17 15:42:26,2019-01-17 15:42:30,4.203s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Oracle PeopleSoft Sign-in/input_Select a Language_Submit""))",Chrome 71.0.3578.98,,2019-01-17 15:42:30,2019-01-17 15:42:33,3.156s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-17 15:42:33,2019-01-17 15:42:35,2.132s,PASSED
waitForPageLoad(plt),Chrome 71.0.3578.98,,2019-01-17 15:42:35,2019-01-17 15:42:36,1.010s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/a_Sign Out_PT_NAVBAR""))",Chrome 71.0.3578.98,,2019-01-17 15:42:36,2019-01-17 15:42:39,2.428s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/div_Navigator_grouplet_PTNBPTN""))",Chrome 71.0.3578.98,,2019-01-17 15:42:39,2019-01-17 15:42:45,6.231s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/a_Global Payroll  Absence Mgmt""))",Chrome 71.0.3578.98,,2019-01-17 15:42:45,2019-01-17 15:42:51,6.171s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/a_Payee Data""))",Chrome 71.0.3578.98,,2019-01-17 15:42:51,2019-01-17 15:42:57,6.180s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/a_Maintain Absences""))",Chrome 71.0.3578.98,,2019-01-17 15:42:57,2019-01-17 15:43:03,6.172s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_My Homepage/a_Absence Event""))",Chrome 71.0.3578.98,,2019-01-17 15:43:03,2019-01-17 15:43:11,7.349s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Empl ID_EMPLMT_SRCH_GBL_""), emplID)",Chrome 71.0.3578.98,,2019-01-17 15:43:11,2019-01-17 15:43:19,8.283s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Empl Record_EMPLMT_SRCH_""), emplIDRecordNum)",Chrome 71.0.3578.98,,2019-01-17 15:43:19,2019-01-17 15:43:27,8.233s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Case Sensitive_ICSearch""))",Chrome 71.0.3578.98,,2019-01-17 15:43:27,2019-01-17 15:43:33,6.214s,PASSED
try,Chrome 71.0.3578.98,,2019-01-17 15:43:33,2019-01-17 15:44:09,35.758s,FAILED
catch (Exception e),Chrome 71.0.3578.98,,2019-01-17 15:44:09,2019-01-17 15:44:09,0.000s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/a_Approved_GP_ABS_EVENTnew00""))",Chrome 71.0.3578.98,,2019-01-17 15:44:09,2019-01-17 15:44:15,6.186s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Sick_GP_PIN_NM_VW_PIN_NM""), absenceTake)",Chrome 71.0.3578.98,,2019-01-17 15:44:15,2019-01-17 15:44:24,8.337s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Sick_GP_ABS_EVENT_BGN_DT""), beginDate)",Chrome 71.0.3578.98,,2019-01-17 15:44:24,2019-01-17 15:44:32,8.322s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Sick_GP_ABS_EVENT_END_DT""), endDate)",Chrome 71.0.3578.98,,2019-01-17 15:44:32,2019-01-17 15:44:40,8.295s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/select_NormalVoid""))",Chrome 71.0.3578.98,,2019-01-17 15:44:40,2019-01-17 15:44:46,6.235s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/select_NormalVoid""), processAction, false)",Chrome 71.0.3578.98,,2019-01-17 15:44:46,2019-01-17 15:44:58,11.156s,PASSED
"setText(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Approved_GP_ABS_EVENT_OR""), originalBeginDate)",Chrome 71.0.3578.98,,2019-01-17 15:44:58,2019-01-17 15:45:06,8.289s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/input_Entering Updating and Vo""))",Chrome 71.0.3578.98,,2019-01-17 15:45:06,2019-01-17 15:45:12,6.197s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/a_Actions List Popup_pthdr2Act""))",Chrome 71.0.3578.98,,2019-01-17 15:45:12,2019-01-17 15:45:14,2.104s,PASSED
"click(findTestObject(""Object Repository/AdminEntersAbsence/Page_Absence Event/span_Sign out""))",Chrome 71.0.3578.98,,2019-01-17 15:45:14,2019-01-17 15:45:16,2.251s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-17 15:45:16,2019-01-17 15:45:18,1.703s,PASSED
